model,n,rho_next,rho_180d,n_180d,cutoff,event,mae,entry_resid,rho_决斗者,rho_先锋,rho_控场,rho_哨卫,rho_callers,n_callers,resid_callers,resid_others,rho_180d_callers
split regime=soft-asym,43,0.3237,0.4316,43,2025-01-14,vct-2025-emea-kickoff,0.8436,0.1739,0.0286,0.6172,-0.0425,0.3637,,3,-0.8087,-0.0119,
stage igl=0.25 grades=A,43,0.3401,0.4389,43,2025-01-14,vct-2025-emea-kickoff,0.8467,0.0808,0.0286,0.6142,-0.1944,0.6301,,3,-0.8044,-0.0122,
stage igl=0.25 grades=ABC,43,0.3401,0.4389,43,2025-01-14,vct-2025-emea-kickoff,0.8467,0.0808,0.0286,0.6142,-0.1944,0.6301,,3,-0.8044,-0.0122,
stage igl=0.35 grades=A,43,0.3368,0.4389,43,2025-01-14,vct-2025-emea-kickoff,0.8501,0.0865,0.0286,0.6142,-0.1944,0.6301,,3,-0.8774,-0.0068,
stage igl=0.35 grades=ABC,43,0.3368,0.4389,43,2025-01-14,vct-2025-emea-kickoff,0.8501,0.0865,0.0286,0.6142,-0.1944,0.6301,,3,-0.8774,-0.0068,
stage igl=0.45 grades=A,43,0.3369,0.432,43,2025-01-14,vct-2025-emea-kickoff,0.8528,0.0924,0.0286,0.6142,-0.1661,0.6301,,3,-0.9495,-0.0013,
stage igl=0.45 grades=ABC,43,0.3369,0.432,43,2025-01-14,vct-2025-emea-kickoff,0.8528,0.0924,0.0286,0.6142,-0.1661,0.6301,,3,-0.9495,-0.0013,
stage hon=3.0,43,0.3766,0.4711,43,2025-01-14,vct-2025-emea-kickoff,0.8207,0.0605,0.0286,0.6208,-0.0783,0.4865,,3,-0.7311,-0.0177,
stage hon=6.0,43,0.3823,0.4648,43,2025-01-14,vct-2025-emea-kickoff,0.8213,0.0409,0.0286,0.6208,-0.1187,0.4865,,3,-0.7807,-0.014,
current(rebuilt),46,0.3938,0.5793,43,2025-01-16,vct-2025-americas-kickoff,0.8253,0.3678,0.3462,0.6204,0.2242,-0.1905,,4,-0.1896,0.279,
baseline-R2 hl=270,46,0.4106,0.6104,43,2025-01-16,vct-2025-americas-kickoff,0.7725,0.2988,0.3554,0.5565,0.2,0.1429,,4,0.0149,0.2595,
decay regime=off,46,0.4564,0.5715,43,2025-01-16,vct-2025-americas-kickoff,0.8073,0.4165,0.4315,0.7003,0.3343,0.4699,,4,-0.7001,0.3276,
decay regime=soft-sym,46,0.4564,0.5715,43,2025-01-16,vct-2025-americas-kickoff,0.8073,0.4165,0.4315,0.7003,0.3343,0.4699,,4,-0.7001,0.3276,
decay regime=soft-asym,46,0.4564,0.5715,43,2025-01-16,vct-2025-americas-kickoff,0.8073,0.4165,0.4315,0.7003,0.3343,0.4699,,4,-0.7001,0.3276,
stage regime=off,46,0.4623,0.575,43,2025-01-16,vct-2025-americas-kickoff,0.8141,0.3467,0.4416,0.6905,0.4893,0.4524,,4,-0.5905,0.3172,
stage regime=soft-sym,46,0.4623,0.575,43,2025-01-16,vct-2025-americas-kickoff,0.8141,0.3467,0.4416,0.6905,0.4893,0.4524,,4,-0.5905,0.3172,
stage regime=soft-asym,46,0.4623,0.575,43,2025-01-16,vct-2025-americas-kickoff,0.8141,0.3467,0.4416,0.6905,0.4893,0.4524,,4,-0.5905,0.3172,
split regime=off,46,0.4454,0.5663,43,2025-01-16,vct-2025-americas-kickoff,0.8202,0.3847,0.4315,0.6961,0.4185,0.4791,,4,-0.6869,0.3264,
split regime=soft-sym,46,0.4454,0.5663,43,2025-01-16,vct-2025-americas-kickoff,0.8202,0.3847,0.4315,0.6961,0.4185,0.4791,,4,-0.6869,0.3264,
split regime=soft-asym,46,0.4454,0.5663,43,2025-01-16,vct-2025-americas-kickoff,0.8202,0.3847,0.4315,0.6961,0.4185,0.4791,,4,-0.6869,0.3264,
stage igl=0.25 grades=A,46,0.4596,0.5688,43,2025-01-16,vct-2025-americas-kickoff,0.8122,0.3166,0.4416,0.6498,0.4893,0.4524,,4,-0.3337,0.2927,
stage igl=0.25 grades=ABC,46,0.4596,0.5688,43,2025-01-16,vct-2025-americas-kickoff,0.8122,0.3166,0.4416,0.6498,0.4893,0.4524,,4,-0.3337,0.2927,
stage igl=0.35 grades=A,46,0.4586,0.5678,43,2025-01-16,vct-2025-americas-kickoff,0.8097,0.3065,0.4416,0.6354,0.4893,0.4524,,4,-0.2424,0.284,
stage igl=0.35 grades=ABC,46,0.4586,0.5678,43,2025-01-16,vct-2025-americas-kickoff,0.8097,0.3065,0.4416,0.6354,0.4893,0.4524,,4,-0.2424,0.284,
stage igl=0.45 grades=A,46,0.462,0.5644,43,2025-01-16,vct-2025-americas-kickoff,0.8086,0.2941,0.4416,0.6396,0.4893,0.4524,,4,-0.1241,0.2728,
stage igl=0.45 grades=ABC,46,0.462,0.5644,43,2025-01-16,vct-2025-americas-kickoff,0.8086,0.2941,0.4416,0.6396,0.4893,0.4524,,4,-0.1241,0.2728,
stage hon=3.0,46,0.4423,0.5548,43,2025-01-16,vct-2025-americas-kickoff,0.8189,0.3472,0.4531,0.6772,0.4924,0.4791,,4,-0.6312,0.3211,
stage hon=6.0,46,0.4423,0.5548,43,2025-01-16,vct-2025-americas-kickoff,0.8189,0.3472,0.4531,0.6772,0.4924,0.4791,,4,-0.6312,0.3211,
current(rebuilt),37,0.3928,0.7413,36,2025-01-17,vct-2025-pacific-kickoff,0.8418,-0.2923,0.5356,0.2571,0.2273,0.4623,,2,-1.2174,0.1678,
baseline-R2 hl=270,37,0.4043,0.7624,36,2025-01-17,vct-2025-pacific-kickoff,0.8827,-0.3258,0.4352,0.3714,0.3636,0.4577,,2,-1.2555,0.17,
decay regime=off,37,0.2936,0.5885,36,2025-01-17,vct-2025-pacific-kickoff,0.9109,0.2136,0.2899,0.2571,0.3059,0.3425,,2,-1.6433,0.1921,
decay regime=soft-sym,37,0.2936,0.5885,36,2025-01-17,vct-2025-pacific-kickoff,0.9109,0.2136,0.2899,0.2571,0.3059,0.3425,,2,-1.6433,0.1921,
decay regime=soft-asym,37,0.2936,0.5885,36,2025-01-17,vct-2025-pacific-kickoff,0.9109,0.2136,0.2899,0.2571,0.3059,0.3425,,2,-1.6433,0.1921,
stage regime=off,37,0.2413,0.5556,36,2025-01-17,vct-2025-pacific-kickoff,0.9153,0.2507,0.2797,0.1429,0.2415,0.1831,,2,-1.4609,0.1817,
stage regime=soft-sym,37,0.2413,0.5556,36,2025-01-17,vct-2025-pacific-kickoff,0.9153,0.2507,0.2797,0.1429,0.2415,0.1831,,2,-1.4609,0.1817,
stage regime=soft-asym,37,0.2413,0.5556,36,2025-01-17,vct-2025-pacific-kickoff,0.9153,0.2507,0.2797,0.1429,0.2415,0.1831,,2,-1.4609,0.1817,
split regime=off,37,0.2586,0.5661,36,2025-01-17,vct-2025-pacific-kickoff,0.9167,0.2231,0.1277,0.2571,0.3455,0.3005,,2,-1.5857,0.1888,
split regime=soft-sym,37,0.2586,0.5661,36,2025-01-17,vct-2025-pacific-kickoff,0.9167,0.2231,0.1277,0.2571,0.3455,0.3005,,2,-1.5857,0.1888,
split regime=soft-asym,37,0.2586,0.5661,36,2025-01-17,vct-2025-pacific-kickoff,0.9167,0.2231,0.1277,0.2571,0.3455,0.3005,,2,-1.5857,0.1888,
stage igl=0.25 grades=A,37,0.2266,0.5598,36,2025-01-17,vct-2025-pacific-kickoff,0.9285,0.2664,0.2797,0.1429,0.205,0.1831,,2,-1.7398,0.1976,
stage igl=0.25 grades=ABC,37,0.2278,0.6001,36,2025-01-17,vct-2025-pacific-kickoff,0.9129,0.2458,0.2797,0.2571,0.205,0.1831,,2,-1.7757,0.1997,
stage igl=0.35 grades=A,37,0.2148,0.5532,36,2025-01-17,vct-2025-pacific-kickoff,0.9307,0.2689,0.2797,0.1429,0.205,0.1831,,2,-1.7859,0.2003,
stage igl=0.35 grades=ABC,37,0.2107,0.5942,36,2025-01-17,vct-2025-pacific-kickoff,0.9175,0.2402,0.2797,0.2571,0.205,0.1831,,2,-1.8309,0.2028,
stage igl=0.45 grades=A,37,0.2046,0.5527,36,2025-01-17,vct-2025-pacific-kickoff,0.9346,0.274,0.2797,0.1429,0.205,0.1831,,2,-1.8768,0.2055,
stage igl=0.45 grades=ABC,37,0.2057,0.6083,36,2025-01-17,vct-2025-pacific-kickoff,0.9281,0.2371,0.2797,0.2319,0.205,0.1831,,2,-1.9279,0.2084,
stage hon=3.0,37,0.2551,0.5793,36,2025-01-17,vct-2025-pacific-kickoff,0.9203,0.2386,0.2996,0.2029,0.2283,0.172,,2,-1.5046,0.1842,
stage hon=6.0,37,0.2445,0.5726,36,2025-01-17,vct-2025-pacific-kickoff,0.9262,0.2409,0.2996,0.2029,0.2283,0.1284,,2,-1.4812,0.1828,
current(rebuilt),40,0.1633,0.3773,39,2025-02-20,valorant-masters-bangkok-2025,1.0367,-0.2889,-0.5011,0.415,-0.1167,,,4,0.6621,-0.0736,
baseline-R2 hl=270,40,0.2232,0.4557,39,2025-02-20,valorant-masters-bangkok-2025,0.9865,-0.3682,-0.2642,0.3782,0.3167,,,4,0.6837,-0.076,
decay regime=off,40,-0.142,0.2776,39,2025-02-20,valorant-masters-bangkok-2025,1.2602,0.0469,-0.3447,-0.1226,-0.2554,,,4,0.613,-0.0681,
decay regime=soft-sym,40,-0.142,0.2776,39,2025-02-20,valorant-masters-bangkok-2025,1.2602,0.0469,-0.3447,-0.1226,-0.2554,,,4,0.613,-0.0681,
decay regime=soft-asym,40,-0.142,0.2776,39,2025-02-20,valorant-masters-bangkok-2025,1.2602,0.0469,-0.3447,-0.1226,-0.2554,,,4,0.613,-0.0681,
stage regime=off,40,-0.1539,0.2269,39,2025-02-20,valorant-masters-bangkok-2025,1.2863,0.0446,-0.344,-0.0679,-0.4017,,,4,0.792,-0.088,
stage regime=soft-sym,40,-0.1539,0.2269,39,2025-02-20,valorant-masters-bangkok-2025,1.2863,0.0446,-0.344,-0.0679,-0.4017,,,4,0.792,-0.088,
stage regime=soft-asym,40,-0.1539,0.2269,39,2025-02-20,valorant-masters-bangkok-2025,1.2863,0.0446,-0.344,-0.0679,-0.4017,,,4,0.792,-0.088,
split regime=off,40,-0.1433,0.2795,39,2025-02-20,valorant-masters-bangkok-2025,1.2691,0.0427,-0.3447,-0.1099,-0.2857,,,4,0.6603,-0.0734,
split regime=soft-sym,40,-0.1433,0.2795,39,2025-02-20,valorant-masters-bangkok-2025,1.2691,0.0427,-0.3447,-0.1099,-0.2857,,,4,0.6603,-0.0734,
split regime=soft-asym,40,-0.1433,0.2795,39,2025-02-20,valorant-masters-bangkok-2025,1.2691,0.0427,-0.3447,-0.1099,-0.2857,,,4,0.6603,-0.0734,
stage igl=0.25 grades=A,40,-0.144,0.2198,39,2025-02-20,valorant-masters-bangkok-2025,1.2795,0.0536,-0.344,-0.0465,-0.4017,,,4,0.7396,-0.0822,
stage igl=0.25 grades=ABC,40,-0.1475,0.2495,39,2025-02-20,valorant-masters-bangkok-2025,1.2845,0.0329,-0.344,-0.1086,-0.4017,,,4,0.7202,-0.08,
stage igl=0.35 grades=A,40,-0.1387,0.211,39,2025-02-20,valorant-masters-bangkok-2025,1.2736,0.0579,-0.344,-0.0443,-0.4017,,,4,0.711,-0.079,
stage igl=0.35 grades=ABC,40,-0.146,0.2594,39,2025-02-20,valorant-masters-bangkok-2025,1.2853,0.026,-0.344,-0.141,-0.4017,,,4,0.6789,-0.0754,
stage igl=0.45 grades=A,40,-0.1422,0.1974,39,2025-02-20,valorant-masters-bangkok-2025,1.2661,0.0619,-0.344,-0.0778,-0.4017,,,4,0.681,-0.0757,
stage igl=0.45 grades=ABC,40,-0.1462,0.2584,39,2025-02-20,valorant-masters-bangkok-2025,1.2808,0.0224,-0.344,-0.1683,-0.4017,,,4,0.6398,-0.0711,
stage hon=3.0,40,-0.0821,0.2891,39,2025-02-20,valorant-masters-bangkok-2025,1.2557,-0.0057,-0.2626,0.0148,-0.3917,,,4,0.6492,-0.0721,
stage hon=6.0,40,-0.0465,0.2974,39,2025-02-20,valorant-masters-bangkok-2025,1.2275,-0.0322,-0.1899,0.0222,-0.3917,,,4,0.5957,-0.0662,
current(rebuilt),41,0.1364,0.2424,38,2025-03-13,vct-2025-china-stage-1,1.0747,0.4584,0.3167,-0.2664,0.3354,0.6,,1,0.0499,0.195,
baseline-R2 hl=270,41,0.2346,0.3137,38,2025-03-13,vct-2025-china-stage-1,0.9885,0.3825,0.2833,-0.1387,0.2927,0.5,,1,0.0081,0.1961,
decay regime=off,41,0.5645,0.5037,38,2025-03-13,vct-2025-china-stage-1,0.7915,0.6766,0.3347,0.6379,0.6768,0.9,,1,0.5819,0.1817,
decay regime=soft-sym,41,0.5645,0.5037,38,2025-03-13,vct-2025-china-stage-1,0.7915,0.6766,0.3347,0.6379,0.6768,0.9,,1,0.5819,0.1817,
decay regime=soft-asym,41,0.5645,0.5037,38,2025-03-13,vct-2025-china-stage-1,0.7915,0.6766,0.3347,0.6379,0.6768,0.9,,1,0.5819,0.1817,
stage regime=off,41,0.5649,0.5055,38,2025-03-13,vct-2025-china-stage-1,0.8036,0.6447,0.4,0.687,0.6483,0.8208,,1,0.6223,0.1807,
stage regime=soft-sym,41,0.565,0.505,38,2025-03-13,vct-2025-china-stage-1,0.8042,0.6472,0.4,0.687,0.6483,0.8208,,1,0.619,0.1808,
stage regime=soft-asym,41,0.565,0.505,38,2025-03-13,vct-2025-china-stage-1,0.8042,0.6472,0.4,0.687,0.6483,0.8208,,1,0.619,0.1808,
split regime=off,41,0.569,0.513,38,2025-03-13,vct-2025-china-stage-1,0.7918,0.6594,0.4,0.6181,0.6697,0.9,,1,0.5657,0.1821,
split regime=soft-sym,41,0.5701,0.5128,38,2025-03-13,vct-2025-china-stage-1,0.7921,0.6618,0.4,0.6181,0.6768,0.9,,1,0.5629,0.1822,
split regime=soft-asym,41,0.5701,0.5128,38,2025-03-13,vct-2025-china-stage-1,0.7921,0.6618,0.4,0.6181,0.6768,0.9,,1,0.5629,0.1822,
stage igl=0.25 grades=A,41,0.5582,0.51,38,2025-03-13,vct-2025-china-stage-1,0.8,0.6633,0.4,0.6739,0.6483,0.8208,,1,-0.0484,0.1975,
stage igl=0.25 grades=ABC,41,0.5642,0.4981,38,2025-03-13,vct-2025-china-stage-1,0.8155,0.634,0.4,0.6675,0.8171,0.8208,,1,-0.0815,0.1983,
stage igl=0.35 grades=A,41,0.5514,0.5098,38,2025-03-13,vct-2025-china-stage-1,0.8081,0.6694,0.4,0.6747,0.6483,0.8208,,1,-0.278,0.2032,
stage igl=0.35 grades=ABC,41,0.5428,0.4737,38,2025-03-13,vct-2025-china-stage-1,0.8294,0.628,0.4,0.5907,0.8354,0.8208,,1,-0.3237,0.2044,
stage igl=0.45 grades=A,41,0.5324,0.5033,38,2025-03-13,vct-2025-china-stage-1,0.8189,0.6783,0.4,0.6488,0.6483,0.8208,,1,-0.625,0.2119,
stage igl=0.45 grades=ABC,41,0.5128,0.4517,38,2025-03-13,vct-2025-china-stage-1,0.8436,0.6277,0.4,0.529,0.8354,0.8208,,1,-0.6742,0.2131,
stage hon=3.0,41,0.5504,0.4944,38,2025-03-13,vct-2025-china-stage-1,0.8172,0.6427,0.4,0.687,0.6159,0.7906,,1,0.2864,0.1891,
stage hon=6.0,41,0.5494,0.501,38,2025-03-13,vct-2025-china-stage-1,0.8194,0.6418,0.4,0.6739,0.6159,0.7182,,1,-0.0451,0.1974,
current(rebuilt),55,0.6214,0.7085,47,2025-03-21,vct-2025-americas-stage-1,0.6573,-0.1644,0.5152,0.5463,0.4348,0.5394,,4,-0.3776,0.0471,
baseline-R2 hl=270,55,0.6389,0.7158,47,2025-03-21,vct-2025-americas-stage-1,0.6064,-0.2564,0.5675,0.575,0.357,0.6242,,4,-0.2664,0.0384,
decay regime=off,55,0.5507,0.6042,47,2025-03-21,vct-2025-americas-stage-1,0.7182,0.0047,0.3232,0.5329,0.6353,0.5152,,4,-0.825,0.0822,
decay regime=soft-sym,55,0.5507,0.6042,47,2025-03-21,vct-2025-americas-stage-1,0.7182,0.0047,0.3232,0.5329,0.6353,0.5152,,4,-0.825,0.0822,
decay regime=soft-asym,55,0.5507,0.6042,47,2025-03-21,vct-2025-americas-stage-1,0.7182,0.0047,0.3232,0.5329,0.6353,0.5152,,4,-0.825,0.0822,
stage regime=off,55,0.5317,0.5829,47,2025-03-21,vct-2025-americas-stage-1,0.7394,0.0112,0.3103,0.4917,0.4151,0.6,,4,-0.695,0.072,
stage regime=soft-sym,55,0.5317,0.5829,47,2025-03-21,vct-2025-americas-stage-1,0.7394,0.0112,0.3103,0.4917,0.4151,0.6,,4,-0.695,0.072,
stage regime=soft-asym,55,0.5317,0.5829,47,2025-03-21,vct-2025-americas-stage-1,0.7394,0.0112,0.3103,0.4917,0.4151,0.6,,4,-0.695,0.072,
split regime=off,55,0.5535,0.6104,47,2025-03-21,vct-2025-americas-stage-1,0.7269,-0.0052,0.3259,0.5145,0.5899,0.5152,,4,-0.812,0.0812,
split regime=soft-sym,55,0.5535,0.6104,47,2025-03-21,vct-2025-americas-stage-1,0.7269,-0.0052,0.3259,0.5145,0.5899,0.5152,,4,-0.812,0.0812,
split regime=soft-asym,55,0.5535,0.6104,47,2025-03-21,vct-2025-americas-stage-1,0.7269,-0.0052,0.3259,0.5145,0.5899,0.5152,,4,-0.812,0.0812,
stage igl=0.25 grades=A,55,0.5291,0.5873,47,2025-03-21,vct-2025-americas-stage-1,0.7368,-0.0135,0.3103,0.4733,0.4151,0.6,,4,-0.4803,0.0551,
stage igl=0.25 grades=ABC,55,0.5291,0.5873,47,2025-03-21,vct-2025-americas-stage-1,0.7368,-0.0135,0.3103,0.4733,0.4151,0.6,,4,-0.4803,0.0551,
stage igl=0.35 grades=A,55,0.5245,0.5882,47,2025-03-21,vct-2025-americas-stage-1,0.7325,-0.0276,0.3103,0.4669,0.4151,0.6,,4,-0.4116,0.0498,
stage igl=0.35 grades=ABC,55,0.5245,0.5882,47,2025-03-21,vct-2025-americas-stage-1,0.7325,-0.0276,0.3103,0.4669,0.4151,0.6,,4,-0.4116,0.0498,
stage igl=0.45 grades=A,55,0.521,0.5851,47,2025-03-21,vct-2025-americas-stage-1,0.7369,-0.0364,0.3103,0.4603,0.4151,0.6,,4,-0.3188,0.0425,
stage igl=0.45 grades=ABC,55,0.521,0.5851,47,2025-03-21,vct-2025-americas-stage-1,0.7369,-0.0364,0.3103,0.4603,0.4151,0.6,,4,-0.3188,0.0425,
stage hon=3.0,55,0.5505,0.5962,47,2025-03-21,vct-2025-americas-stage-1,0.7145,-0.0009,0.3959,0.5068,0.5394,0.6201,,4,-0.7423,0.0757,
stage hon=6.0,55,0.5505,0.5962,47,2025-03-21,vct-2025-americas-stage-1,0.7145,-0.0009,0.3959,0.5068,0.5394,0.6201,,4,-0.7423,0.0757,
current(rebuilt),55,0.4428,0.4745,48,2025-03-21,vct-2025-pacific-stage-1,0.8258,0.0363,0.4901,0.4507,0.3407,0.0957,,2,-0.2156,0.1559,
baseline-R2 hl=270,55,0.4377,0.519,48,2025-03-21,vct-2025-pacific-stage-1,0.7738,-0.0714,0.5224,0.3667,0.4176,0.0866,,2,-0.1638,0.1539,
decay regime=off,55,0.425,0.4266,48,2025-03-21,vct-2025-pacific-stage-1,0.8033,0.2884,0.6778,0.2345,0.3039,0.2334,,2,-0.6661,0.1729,
decay regime=soft-sym,55,0.425,0.4266,48,2025-03-21,vct-2025-pacific-stage-1,0.8033,0.2884,0.6778,0.2345,0.3039,0.2334,,2,-0.6661,0.1729,
decay regime=soft-asym,55,0.425,0.4266,48,2025-03-21,vct-2025-pacific-stage-1,0.8033,0.2884,0.6778,0.2345,0.3039,0.2334,,2,-0.6661,0.1729,
stage regime=off,55,0.4188,0.4087,48,2025-03-21,vct-2025-pacific-stage-1,0.8198,0.321,0.6067,0.245,0.3872,0.2729,,2,-0.5136,0.1671,
stage regime=soft-sym,55,0.4188,0.4087,48,2025-03-21,vct-2025-pacific-stage-1,0.8198,0.321,0.6067,0.245,0.3872,0.2729,,2,-0.5136,0.1671,
stage regime=soft-asym,55,0.4188,0.4087,48,2025-03-21,vct-2025-pacific-stage-1,0.8198,0.321,0.6067,0.245,0.3872,0.2729,,2,-0.5136,0.1671,
split regime=off,55,0.4246,0.4334,48,2025-03-21,vct-2025-pacific-stage-1,0.8027,0.2935,0.6564,0.212,0.3039,0.2334,,2,-0.568,0.1692,
split regime=soft-sym,55,0.4246,0.4334,48,2025-03-21,vct-2025-pacific-stage-1,0.8027,0.2935,0.6564,0.212,0.3039,0.2334,,2,-0.568,0.1692,
split regime=soft-asym,55,0.4246,0.4334,48,2025-03-21,vct-2025-pacific-stage-1,0.8027,0.2935,0.6564,0.212,0.3039,0.2334,,2,-0.568,0.1692,
stage igl=0.25 grades=A,55,0.4199,0.4157,48,2025-03-21,vct-2025-pacific-stage-1,0.8129,0.3299,0.6067,0.245,0.4006,0.2729,,2,-0.7509,0.1761,
stage igl=0.25 grades=ABC,55,0.4267,0.439,48,2025-03-21,vct-2025-pacific-stage-1,0.8043,0.3174,0.6067,0.2729,0.4006,0.2729,,2,-0.7627,0.1765,
stage igl=0.35 grades=A,55,0.4236,0.4235,48,2025-03-21,vct-2025-pacific-stage-1,0.8097,0.3335,0.6067,0.245,0.4006,0.2729,,2,-0.8445,0.1796,
stage igl=0.35 grades=ABC,55,0.4354,0.4634,48,2025-03-21,vct-2025-pacific-stage-1,0.797,0.3155,0.6067,0.2775,0.4006,0.2729,,2,-0.8588,0.1801,
stage igl=0.45 grades=A,55,0.4266,0.4276,48,2025-03-21,vct-2025-pacific-stage-1,0.8104,0.337,0.6067,0.245,0.3984,0.2729,,2,-0.9369,0.1831,
stage igl=0.45 grades=ABC,55,0.4427,0.4783,48,2025-03-21,vct-2025-pacific-stage-1,0.7941,0.3137,0.6067,0.2929,0.3984,0.2729,,2,-0.9522,0.1837,
stage hon=3.0,55,0.4354,0.4348,48,2025-03-21,vct-2025-pacific-stage-1,0.8121,0.2776,0.6029,0.279,0.4088,0.2385,,2,-0.5515,0.1685,
stage hon=6.0,55,0.4341,0.4401,48,2025-03-21,vct-2025-pacific-stage-1,0.8166,0.2613,0.5327,0.279,0.4088,0.2385,,2,-0.5352,0.1679,
current(rebuilt),56,0.453,0.6516,44,2025-03-26,vct-2025-emea-stage-1,0.8517,-0.136,0.5585,0.619,0.2557,-0.2018,,3,0.6097,-0.04,
baseline-R2 hl=270,56,0.4532,0.7102,44,2025-03-26,vct-2025-emea-stage-1,0.8664,-0.0993,0.4842,0.6026,0.2877,-0.0367,,3,0.7911,-0.0503,
decay regime=off,56,0.3962,0.4723,44,2025-03-26,vct-2025-emea-stage-1,0.8635,0.1857,0.3306,0.3718,0.4184,0.1304,,3,-0.5113,0.0235,
decay regime=soft-sym,56,0.3962,0.4723,44,2025-03-26,vct-2025-emea-stage-1,0.8635,0.1857,0.3306,0.3718,0.4184,0.1304,,3,-0.5113,0.0235,
decay regime=soft-asym,56,0.3962,0.4723,44,2025-03-26,vct-2025-emea-stage-1,0.8635,0.1857,0.3306,0.3718,0.4184,0.1304,,3,-0.5113,0.0235,
stage regime=off,56,0.3966,0.4417,44,2025-03-26,vct-2025-emea-stage-1,0.847,0.1788,0.4343,0.351,0.4263,0.1994,,3,-0.4778,0.0216,
stage regime=soft-sym,56,0.3966,0.4417,44,2025-03-26,vct-2025-emea-stage-1,0.847,0.1788,0.4343,0.351,0.4263,0.1994,,3,-0.4778,0.0216,
stage regime=soft-asym,56,0.3966,0.4417,44,2025-03-26,vct-2025-emea-stage-1,0.847,0.1788,0.4343,0.351,0.4263,0.1994,,3,-0.4778,0.0216,
split regime=off,56,0.3974,0.4677,44,2025-03-26,vct-2025-emea-stage-1,0.8624,0.1587,0.3762,0.3616,0.4046,0.1815,,3,-0.5286,0.0244,
